"id";"value"
"181";"Wh181";63.9367091178457
"182";"Wh182";59.6176768881641
"183";"Wh183";67.1190442171865
"184";"Wh184";65.1347266492407
"185";"Wh185";66.157214647165
"186";"Wh186";63.4094225735019
"187";"Wh187";61.171799704493
"188";"Wh188";64.6825130601356
"189";"Wh189";64.2970814241757
"190";"Wh190";60.1389341147227
"191";"Wh191";59.8713931834213
"192";"Wh192";59.8038612662272
"193";"Wh193";62.4053847188471
"194";"Wh194";67.0811447496493
"195";"Wh195";67.5697730927204
"196";"Wh196";67.2301944310463
"197";"Wh197";64.0888048590727
"198";"Wh198";65.6414783260581
"199";"Wh199";68.279369119358
"200";"Wh200";67.6740584791873
"201";"Wh201";67.9004377932149
"202";"Wh202";61.4106285827764
"203";"Wh203";65.7517304178116
"204";"Wh204";63.4890115177101
"205";"Wh205";77.7854983389483
"206";"Wh206";72.294972395704
"207";"Wh207";61.5216141025153
"208";"Wh208";57.0847480582447
"209";"Wh209";66.7696981540921
"210";"Wh210";67.8965003075366
"211";"Wh211";73.9238907352757
"212";"Wh212";71.1306351009825
"213";"Wh213";69.6678572338593
"214";"Wh214";68.5152593773288
"215";"Wh215";77.0186409142553
"216";"Wh216";62.0461455135731
"217";"Wh217";62.4902815577035
"218";"Wh218";64.176450618188
"219";"Wh219";68.0700835621989
"220";"Wh220";70.3900449032034
"221";"Wh221";71.6739037029176
"222";"Wh222";67.290388169175
"223";"Wh223";69.9824610479652
"224";"Wh224";65.7587207209235
"225";"Wh225";62.5397194159077
"226";"Wh226";68.9267510548668
"227";"Wh227";63.8695761855548
"228";"Wh228";59.9530050214534
"229";"Wh229";56.3733757718871
"230";"Wh230";58.0410550019279
"231";"Wh231";61.2696165376759
"232";"Wh232";75.9012047253509
"233";"Wh233";61.1864026153859
"234";"Wh234";53.9669732862623
"235";"Wh235";71.3350401515738
"236";"Wh236";73.0075192622622
"237";"Wh237";64.3407001292329
"238";"Wh238";58.8253471185402
"239";"Wh239";67.796202595171
"240";"Wh240";71.6205591948455
"241";"Wh241";70.2583432566766
"242";"Wh242";68.2130740979071
"243";"Wh243";67.1629453544917
"244";"Wh244";68.1337681356222
"245";"Wh245";63.9133559575801
"246";"Wh246";72.5276798590517
"247";"Wh247";81.9450345687103
"248";"Wh248";76.1408631897965
"249";"Wh249";72.1774077324781
"250";"Wh250";60.9464783468568
"251";"Wh251";72.7444578432049
"252";"Wh252";76.300735907861
"253";"Wh253";70.9564632054326
"254";"Wh254";65.7073214760456
"255";"Wh255";66.0684548949341
"256";"Wh256";68.9528975894283
"257";"Wh257";67.1671400261731
"258";"Wh258";61.0832564554127
"259";"Wh259";63.5191795686683
"260";"Wh260";78.8515800314441
"261";"Wh261";64.012902814789
"262";"Wh262";61.8656336163587
"263";"Wh263";63.5833883474092
"264";"Wh264";65.8180029466085
"265";"Wh265";58.639265526548
"266";"Wh266";64.0894703422876
"267";"Wh267";71.0741414998799
"268";"Wh268";61.6534773798485
"269";"Wh269";66.1338915346093
"270";"Wh270";64.3343776896933
"271";"Wh271";68.7296457099178
"272";"Wh272";68.1899710093252
"273";"Wh273";55.1368800325744
"274";"Wh274";70.1226849031908
"275";"Wh275";66.4767430035266
"276";"Wh276";72.1606470936188
"277";"Wh277";66.7552862055345
"278";"Wh278";66.5227922335082
"279";"Wh279";72.269082248888
"280";"Wh280";71.4349814916362
"281";"Wh281";76.8634031663075
"282";"Wh282";70.8815398106521
"283";"Wh283";62.4225468093755
"284";"Wh284";65.5102867010014
"285";"Wh285";68.8217605011356
"286";"Wh286";73.3723167965491
"287";"Wh287";67.5512456214361
"288";"Wh288";63.792857659115
"289";"Wh289";67.8206765978661
"290";"Wh290";57.0923423587416
"291";"Wh291";49.6224675765398
"292";"Wh292";47.8590479840806
"293";"Wh293";67.9124858083115
