"id";"value"
"1";"Wh001";59.1135992917333
"2";"Wh002";67.0060672027561
"3";"Wh003";54.5639391939372
"4";"Wh004";70.4780254235716
"5";"Wh005";61.790352690885
"6";"Wh006";60.8463034883661
"7";"Wh007";60.7270211755937
"8";"Wh008";68.419037398184
"9";"Wh009";77.3842697737907
"10";"Wh010";68.9051119206208
"11";"Wh011";69.6127407319977
"12";"Wh012";62.6535912003473
"13";"Wh013";70.991261602016
"14";"Wh014";76.7777528279802
"15";"Wh015";75.2429636527575
"16";"Wh016";71.6053260053466
"17";"Wh017";77.1531775335394
"18";"Wh018";73.6028649472464
"19";"Wh019";76.8153930930884
"20";"Wh020";77.7011682282914
"21";"Wh021";85.4800028664537
"22";"Wh022";80.0201660914733
"23";"Wh023";75.3625125426907
"24";"Wh024";70.830676024072
"25";"Wh025";64.3174143876123
"26";"Wh026";80.7725246562492
"27";"Wh027";65.0359477197706
"28";"Wh028";68.8191336151044
"29";"Wh029";71.2446570670982
"30";"Wh030";68.6558353220015
"31";"Wh031";56.7708165259996
"32";"Wh032";61.8288272795683
"33";"Wh033";67.642729588306
"34";"Wh034";75.7557468935874
"35";"Wh035";66.4888702416772
"36";"Wh036";74.9419149401207
"37";"Wh037";70.0130972317112
"38";"Wh038";64.8273430721114
"39";"Wh039";70.4881687445557
"40";"Wh040";73.5066439480158
"41";"Wh041";67.6092674709595
"42";"Wh042";75.7316311420249
"43";"Wh043";57.4753247722067
"44";"Wh044";69.5581428729983
"45";"Wh045";71.0983695460639
"46";"Wh046";69.0493944407452
"47";"Wh047";65.2284036490501
"48";"Wh048";69.51467858397
"49";"Wh049";64.9130434139109
"50";"Wh050";71.7780353634651
"51";"Wh051";63.8415134149367
"52";"Wh052";65.646384085966
"53";"Wh053";62.7043304732756
"54";"Wh054";61.8863660240565
"55";"Wh055";65.1188356971557
"56";"Wh056";67.3345709867788
"57";"Wh057";63.271149552511
"58";"Wh058";59.623286711894
"59";"Wh059";59.6186788497726
"60";"Wh060";66.3367528253852
"61";"Wh061";68.6961832283511
"62";"Wh062";70.4317038354473
"63";"Wh063";71.6915855710612
"64";"Wh064";68.6861055602495
"65";"Wh065";75.0322070882262
"66";"Wh066";70.3243277193376
"67";"Wh067";71.1023948591216
"68";"Wh068";69.9378088777858
"69";"Wh069";68.0147830472646
"70";"Wh070";68.8210325552609
"71";"Wh071";59.4193893265774
"72";"Wh072";72.2840881880901
"73";"Wh073";71.6003996760213
"74";"Wh074";66.2159404338041
"75";"Wh075";63.1930307191131
"76";"Wh076";71.931423122388
"77";"Wh077";65.7560576822438
"78";"Wh078";68.4556261493209
"79";"Wh079";67.8015401026543
"80";"Wh080";71.9173860743219
"81";"Wh081";72.8237060607625
"82";"Wh082";66.6245913849014
"83";"Wh083";65.8980518625917
"84";"Wh084";67.6173716367776
"85";"Wh085";58.5309194860225
"86";"Wh086";64.9849794763559
"87";"Wh087";64.1843467288564
"88";"Wh088";73.7052368792656
"89";"Wh089";71.2222011225413
"90";"Wh090";61.3342922390693
"91";"Wh091";68.59219173855
"92";"Wh092";60.2210965376155
"93";"Wh093";69.7415020129257
"94";"Wh094";64.8052750151023
"95";"Wh095";67.02972192866
"96";"Wh096";65.2205353994519
"97";"Wh097";67.2140524117014
"98";"Wh098";67.4666456513961
"99";"Wh099";68.1384311199989
"100";"Wh100";67.1629000015569
"101";"Wh101";55.2829685718447
"102";"Wh102";68.743407725592
"103";"Wh103";58.5304595416333
"104";"Wh104";70.9986199726292
"105";"Wh105";62.8615117636375
"106";"Wh106";62.9897751200826
"107";"Wh107";49.4149422004941
"108";"Wh108";57.405341601141
"109";"Wh109";50.9727304579519
"110";"Wh110";72.1781661556243
"111";"Wh111";62.73400609249
"112";"Wh112";69.9056879672444
"113";"Wh113";49.3287233449997
"114";"Wh114";58.8671449823268
"115";"Wh115";61.5276995627748
"116";"Wh116";54.4068687655546
"117";"Wh117";58.8699732399065
"118";"Wh118";54.348114313179
"119";"Wh119";67.3840169523642
"120";"Wh120";65.8028264391216
"121";"Wh121";65.0829009511388
"122";"Wh122";69.4269020004347
"123";"Wh123";56.8706168390937
"124";"Wh124";67.247656848966
"125";"Wh125";52.0038521498849
"126";"Wh126";55.6106039343707
"127";"Wh127";69.5935968198537
"128";"Wh128";48.3454329578023
"129";"Wh129";73.5511425583005
"130";"Wh130";69.7720181643924
"131";"Wh131";45.7799222161763
"132";"Wh132";72.9087449542332
"133";"Wh133";70.5178306163234
"134";"Wh134";63.9312293354306
"135";"Wh135";68.6066760420184
"136";"Wh136";57.9673116159937
"137";"Wh137";64.9243111247947
"138";"Wh138";46.9314939070452
"139";"Wh139";60.5370284072779
"140";"Wh140";40.168030247175
"141";"Wh141";67.0986879198572
"142";"Wh142";53.4674857668956
"143";"Wh143";71.4851707907788
"144";"Wh144";71.9135573790957
"145";"Wh145";79.0356032450823
"146";"Wh146";68.2857321875862
"147";"Wh147";57.96062010354
"148";"Wh148";58.2945560298764
"149";"Wh149";74.4571740618796
"150";"Wh150";62.2902970981918
"151";"Wh151";74.5403339657112
"152";"Wh152";76.5377822003487
"153";"Wh153";62.5406462129791
"154";"Wh154";67.0805682043354
"155";"Wh155";74.1645390367721
"156";"Wh156";68.5766068559704
"157";"Wh157";63.7658587697042
"158";"Wh158";57.994384656119
"159";"Wh159";57.9778177166793
"160";"Wh160";63.8351664814613
"161";"Wh161";76.1913775889475
"162";"Wh162";48.9513138356339
"163";"Wh163";68.2906732002717
"164";"Wh164";63.560706418591
"165";"Wh165";60.0901321098463
"166";"Wh166";61.4211801168145
"167";"Wh167";65.5437906933377
"168";"Wh168";62.1874483639878
"169";"Wh169";73.6119263943747
"170";"Wh170";64.0021690133088
"171";"Wh171";65.8632028212251
"172";"Wh172";66.9953237886453
"173";"Wh173";66.7194696367282
"174";"Wh174";65.4562822759909
"175";"Wh175";63.5167223446862
"176";"Wh176";69.7260386967526
"177";"Wh177";67.2156099778563
"178";"Wh178";69.6609648446898
"179";"Wh179";67.9641140708872
"180";"Wh180";70.1736737690506
